"","SAMPLE_ID","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","kmer_content","SeqLength_R1","percentGC_R1","phred20.21_R1","phred48.49_R1","phred76.77_R1","phred100.101_R1","phredGT30_R1","phredGT35_R1","Adapter50.51_R1","Adapter70.71_R1","Adapter90_R1","SeqLength_R2","percentGC_R2","phred20.21_R2","phred48.49_R2","phred76.77_R2","phred100.101_R2","phredGT30_R2","phredGT35_R2","Adapter50.51_R2","Adapter70.71_R2","Adapter90_R2","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","bamFile","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Unmapped","gene_Unassigned_Read_Type","gene_Unassigned_Singleton","gene_Unassigned_MappingQuality","gene_Unassigned_Chimera","gene_Unassigned_FragmentLength","gene_Unassigned_Duplicate","gene_Unassigned_MultiMapping","gene_Unassigned_Secondary","gene_Unassigned_NonSplit","gene_Unassigned_NoFeatures","gene_Unassigned_Overlapping_Length","gene_Unassigned_Ambiguity","rRNA_rate","Adapter88.89_R1","Adapter88.89_R2","ERCCsumLogErr","gene_Unassigned_Nonjunction"
"R22336","R22336","PASS","PASS","FAIL/PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","WARN","PASS","NA","101","47","41.0","41.0","41.0","41.0",NA,NA,0.0747795337020895,0.681392005081805,3.9027654789208,"101","48","41.0","41.0","41.0","41.0",NA,NA,0.0782202775972171,0.670934563830115,3.80807433004524,FALSE,161970788,143105765,18865023,0.8835,0.823,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22336_sorted.bam",166797698,3566393,0.0209339478705052,0.311435850523742,30570715,0,0,0,0,0,0,0,33017313,0,0,30695227,0,3877297,0.000300876181666016,NA,NA,NA,NA
"R22337","R22337","PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","NA","101","47","41.0","41.0","41.0","41.0",NA,NA,0.14356008076012,0.800433135609472,3.71156366067286,"101","47","41.0","41.0","41.0","41.0",NA,NA,0.146006768955013,0.804540668257848,3.70597754251103,FALSE,126742754,110752080,15990674,0.8738,0.8328,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22337_sorted.bam",126865198,1926458,0.0149579410641323,0.4006490115843,28425077,0,0,0,0,0,0,0,19724214,0,0,19809565,0,2988722,2.03693379616878e-05,NA,NA,NA,NA
"R22338","R22338","PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","NA","101","46","41.0","41.0","41.0","41.0",NA,NA,0.0388736204409853,0.277588689721611,1.76102673893159,"101","46","41.0","41.0","41.0","41.0",NA,NA,0.0432635311904046,0.282796720201604,1.74034242545436,FALSE,135310268,125277915,10032353,0.9259,0.8853,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22338_sorted.bam",140050355,3190204,0.022271652821461,0.397220548284317,31292891,0,0,0,0,0,0,0,20037908,0,0,24591079,0,2857760,1.55945962295398e-05,NA,NA,NA,NA
"R22339","R22339","PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL/WARN","PASS","NA","101","49","41.0","41.0","39.0","39.0",NA,NA,0.0176667945746896,0.131721211196092,0.865763864033908,"101","50","41.0","41.0","39.0","41.0",NA,NA,0.0255776936229941,0.159965203385978,0.987770244808056,FALSE,102276618,91766858,10509760,0.8972,0.8352,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22339_sorted.bam",108910827,2903871,0.0259703871846973,0.399951890161313,26329908,0,0,0,0,0,0,0,24261775,0,0,10906204,0,4334801,7.74784325110441e-06,NA,NA,NA,NA
"R22340","R22340","PASS","PASS","PASS/FAIL","PASS","FAIL/WARN","FAIL","PASS/WARN","PASS","FAIL","FAIL","PASS","NA","101","49","41.0","41.0","41.0","41.0",NA,NA,0.0438326039562041,0.236231662086819,1.47810143092172,"101","49","41.0","41.0","39.0","39.0",NA,NA,0.0433116556433272,0.227675069909392,1.40838085894655,FALSE,154909802,127245805,27663997,0.8214,0.7347,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22340_sorted.bam",149704102,3085531,0.02019463584941,0.400241433690746,34520068,0,0,0,0,0,0,0,26491254,0,0,17665253,0,7571537,1.06314970179085e-05,NA,NA,NA,NA
"R22341","R22341","PASS","PASS","PASS","PASS","FAIL","FAIL","PASS","PASS","FAIL","FAIL","WARN","NA","101","49","41.0","41.0","41.0","41.0",NA,NA,0.20321307312452,1.6876451023165,6.73427221452113,"101","49","41.0","41.0","41.0","39.0",NA,NA,0.202367425062641,1.65101188453286,6.5891628509574,FALSE,156093304,119248808,36844496,0.764,0.7138,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22341_sorted.bam",143830650,2996868,0.0204108060997122,0.28730268306113,25152825,0,0,0,0,0,0,0,35222390,0,0,23780714,0,3392244,5.6176592490108e-05,NA,NA,NA,NA
"R22342","R22342","PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","WARN/FAIL","PASS/WARN","PASS","WARN","WARN","PASS","NA","101","46","41.0","41.0","41.0","41.0",NA,NA,0.033376502758446,0.140688581680659,0.868640364080717,"101","46","41.0","41.0","41.0","41.0",NA,NA,0.0351141406955589,0.14352872668546,0.867927615378366,FALSE,119817826,110309248,9508578,0.9206,0.8852,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22342_sorted.bam",124336876,2824484,0.02221181025431,0.325999278013134,23061482,0,0,0,0,0,0,0,19256629,0,0,26071998,0,2350790,2.02068540087753e-05,NA,NA,NA,NA
"R22343","R22343","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","NA","101","44","41.0","41.0","39.0","41.0",NA,NA,0.384977199359852,0.570802475169888,1.22534833888083,"101","44","41.0","41.0","41.0","41.0",NA,NA,0.384671284227039,0.576034678820757,1.22482793152846,FALSE,85317780,73901724,11416056,0.8662,0.8305,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22343_sorted.bam",79944886,2434506,0.0295523666889894,0.400317000253232,18244338,0,0,0,0,0,0,0,10154595,0,0,16063553,0,1112241,1.60049654857304e-05,NA,NA,NA,NA
"R22344","R22344","PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","WARN","WARN","NA","101","50","41.0","41.0","41.0","41.0",NA,NA,0.116704157620376,0.903839302864043,5.12075482840415,"101","51","41.0","41.0","41.0","41.0",NA,NA,0.119191809329239,0.89449409226116,5.01084129928119,FALSE,231583866,205610901,25972965,0.8878,0.8417,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22344_sorted.bam",264341428,7441186,0.0273791832762341,0.211629552275199,35970049,0,0,0,0,0,0,0,85888422,0,0,42163882,0,5944689,0.000124603666789556,NA,NA,NA,NA
"R22345","R22345","PASS","PASS","WARN/PASS","PASS","FAIL/WARN","FAIL","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","NA","101","48","41.0","41.0","41.0","41.0",NA,NA,0.0373111485441142,0.161110059628367,0.985611508679581,"101","49","41.0","41.0","39.0","41.0",NA,NA,0.0393145466072906,0.159988906866109,0.945201086208673,FALSE,122641628,104519120,18122508,0.8522,0.811,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22345_sorted.bam",126348273,2142920,0.0166775632630324,0.324216152548974,24717462,0,0,0,0,0,0,0,30231341,0,0,18343122,0,2945677,1.35531714380708e-05,NA,NA,NA,NA
"R22346","R22346","PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL","PASS/WARN","PASS","FAIL","WARN","PASS","NA","101","48","41.0","41.0","41.0","41.0",NA,NA,0.120369604061962,0.707295394043079,3.30603482632494,"101","48","41.0","41.0","41.0","41.0",NA,NA,0.122737157720149,0.711689225485475,3.30585006399495,FALSE,130979080,118689273,12289807,0.9062,0.8658,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22346_sorted.bam",137257000,2017972,0.0144891215630616,0.471576836823951,35592573,0,0,0,0,0,0,0,20857602,0,0,14880332,0,4145153,7.49594585364761e-05,NA,NA,NA,NA
"R22347","R22347","PASS","PASS","FAIL/PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","WARN","PASS","NA","101","49","41.0","41.0","41.0","41.0",NA,NA,0.112335217451638,0.954362728918455,4.89583458192972,"101","49","41.0","41.0","41.0","41.0",NA,NA,0.113207172438229,0.943673093855757,4.81421959518473,FALSE,131314118,116822438,14491680,0.8896,0.8343,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22347_sorted.bam",136295736,2494464,0.0179729116320893,0.390734155821059,30008736,0,0,0,0,0,0,0,23897261,0,0,18142525,0,4752381,2.06606502853036e-05,NA,NA,NA,NA
"R22348","R22348","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","NA","101","50","41.0","41.0","41.0","41.0",NA,NA,0.103147280469397,1.03991803063856,4.91225940582016,"101","51","41.0","41.0","41.0","41.0",NA,NA,0.102439637201856,1.02355082499621,4.83448641623586,FALSE,126900098,108022454,18877644,0.8512,0.8048,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22348_sorted.bam",131182642,2729796,0.0203849324287562,0.442705111606983,32483716,0,0,0,0,0,0,0,25829368,0,0,7699779,0,7362653,1.23446467762494e-05,NA,NA,NA,NA
"R22349","R22349","PASS","PASS","FAIL/PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL/WARN","PASS","NA","101","48","41.0","41.0","41.0","41.0",NA,NA,0.0417103407749956,0.255904399764895,1.72462516638108,"101","49","41.0","41.0","41.0","41.0",NA,NA,0.0431205875928099,0.257651136124108,1.71508445682313,FALSE,146215540,134334957,11880583,0.9187,0.8821,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22349_sorted.bam",156775463,2330474,0.0146473101126327,0.379637847342033,33589867,0,0,0,0,0,0,0,27338909,0,0,22790420,0,4759514,1.22656037905717e-05,NA,NA,NA,NA
"R22350","R22350","PASS","PASS","PASS/FAIL","PASS","FAIL/WARN","FAIL","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","NA","101","47","41.0","41.0","41.0","41.0",NA,NA,0.0461434566894411,0.195162270155248,1.18996319196918,"101","47","41.0","41.0","39.0","39.0",NA,NA,0.0471817907272088,0.192536411756942,1.14419958067497,FALSE,148218198,124498712,23719486,0.84,0.7536,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22350_sorted.bam",141310777,2834148,0.0196617952383686,0.358581224815379,30115011,0,0,0,0,0,0,0,23243657,0,0,27035182,0,3589942,1.34816487365719e-05,NA,NA,NA,NA
"R22351","R22351","PASS","PASS","FAIL","PASS","FAIL/WARN","WARN","WARN/PASS","PASS","WARN","WARN","PASS","NA","101","45","41.0","41.0","39.0","39.0",NA,NA,0.0192032818052807,0.180355359196806,1.32418314352081,"101","46","41.0","41.0","39.0","41.0",NA,NA,0.0282722080626932,0.213136967245303,1.48527133446965,FALSE,101743026,91018774,10724252,0.8946,0.8275,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22351_sorted.bam",100254730,1470948,0.0144599478609521,0.366416881105414,20816117,0,0,0,0,0,0,0,12487975,0,0,21535279,0,1970558,1.53246640571822e-05,NA,NA,NA,NA
"R22353","R22353","PASS","PASS","FAIL","PASS","WARN","FAIL","WARN/PASS","PASS","FAIL","FAIL","PASS","NA","101","50","41.0","41.0","39.0","39.0",NA,NA,0.0901483765813635,0.656222783131707,3.02472895890362,"101","51","41.0","41.0","41.0","41.0",NA,NA,0.110850898736465,0.704041511003753,3.26838044503894,FALSE,90525202,72536202,17989000,0.8013,0.7366,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22353_sorted.bam",94473100,2232299,0.0230834991953241,0.265846625532461,16663749,0,0,0,0,0,0,0,32618888,0,0,10758036,0,2641142,1.76430885990902e-05,NA,NA,NA,NA
"R22354","R22354","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","NA","101","49","41.0","41.0","41.0","41.0",NA,NA,0.0448738860306277,0.429942196024906,2.55064329092806,"101","50","41.0","41.0","41.0","41.0",NA,NA,0.0458132121334282,0.422823133991639,2.48146239155952,FALSE,128176998,110692441,17484557,0.8636,0.8213,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22354_sorted.bam",127990456,2716207,0.0207809375410342,0.424286254822905,30391540,0,0,0,0,0,0,0,20997166,0,0,14165762,0,6075333,1.6024196207234e-05,NA,NA,NA,NA
"R22355","R22355","PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL","PASS/WARN","PASS","FAIL","FAIL","PASS","NA","101","49","41.0","41.0","41.0","41.0",NA,NA,0.0246493768299938,0.116210154700104,0.732005151712108,"101","50","41.0","41.0","39.0","39.0",NA,NA,0.0234008014511013,0.107773558913252,0.665228042646031,FALSE,117654090,98421120,19232970,0.8365,0.774,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22355_sorted.bam",112340787,2220782,0.019385052242083,0.476984339446281,30154700,0,0,0,0,0,0,0,16586333,0,0,11158924,0,5319519,7.82630899992373e-06,NA,NA,NA,NA
"R22356","R22356","PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL/WARN","PASS","NA","101","47","41.0","41.0","41.0","41.0",NA,NA,0.0778323659571278,0.234868144423443,1.11728116117089,"101","48","41.0","41.0","41.0","41.0",NA,NA,0.0848524556744378,0.243216202492988,1.11915340600935,FALSE,120710708,111097259,9613449,0.9204,0.8882,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22356_sorted.bam",131888196,3244904,0.0240126512305275,0.281418328303688,22300387,0,0,0,0,0,0,0,29596188,0,0,25047675,0,2298588,2.0806813801034e-05,NA,NA,NA,NA
"R22357","R22357","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","WARN","PASS","NA","101","47","41.0","41.0","41.0","41.0",NA,NA,0.0807438349092936,0.241959079417971,1.22433988169114,"101","47","41.0","41.0","41.0","41.0",NA,NA,0.0874182550020768,0.252172758328662,1.2314305071185,FALSE,132146312,121303798,10842514,0.918,0.8854,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22357_sorted.bam",140648727,3135334,0.021805852319055,0.311598234384764,25472477,0,0,0,0,0,0,0,26599149,0,0,27083460,0,2592736,2.05319647555281e-05,NA,NA,NA,NA
"R22358","R22358","PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","NA","101","45","41.0","41.0","41.0","41.0",NA,NA,0.0473129650529467,0.260957704219876,1.51876890498668,"101","46","41.0","41.0","41.0","41.0",NA,NA,0.0526169604172645,0.268383135973429,1.50383392810387,FALSE,123642642,113759263,9883379,0.9201,0.8737,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22358_sorted.bam",127757021,3042908,0.0232638352578922,0.316676293949824,23326518,0,0,0,0,0,0,0,20477354,0,0,27699098,0,2157479,2.74794549276493e-05,NA,NA,NA,NA
"R22359","R22359","PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL","PASS/WARN","PASS","FAIL","FAIL","PASS","NA","101","48","41.0","41.0","41.0","41.0",NA,NA,0.101342807156454,0.564483722166434,2.69138869358794,"101","49","41.0","41.0","41.0","41.0",NA,NA,0.103157612513241,0.566994849899422,2.69462849316873,FALSE,123649624,108659802,14989822,0.8788,0.8417,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22359_sorted.bam",126209209,1869926,0.0145997706808373,0.4565797927079,31696171,0,0,0,0,0,0,0,19808192,0,0,12090666,0,5825851,1.3755604738503e-05,NA,NA,NA,NA
"R22500","R22500","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL","WARN","NA","101","50","41.0","41.0","41.0","41.0",NA,NA,0.484987114146141,2.15835289058011,8.31363423139561,"101","51","41.0","41.0","41.0","41.0",NA,NA,0.489565558184995,2.15041640444982,8.2621955546464,FALSE,193624732,153393483,40231249,0.7922,0.7449,"/dcs04/lieber/lcolladotor/joelPTSD_LIBD3040/joelPTSD_year2/processed-data/01_SPEAQeasy/pipeline_output/alignment/bam_sort/R22500_sorted.bam",198666758,5705426,0.0279168421471681,0.221756850967369,29004735,0,0,0,0,0,0,0,68930004,0,0,29178384,0,3682092,8.88820394325271e-05,NA,NA,NA,NA
